gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.1,[0.463 0.491 0.355 0.503 0.501 0.543 0.438 0.464 0.567 0.592],[2.6  2.7  2.41 2.88 2.94 3.09 2.64 2.78 2.91 3.3 ],[2.  1.  1.  1.5 1.  2.  1.  1.  2.  2. ],"[0.95650091 1.08367467 0.80882797 1.15215961 1.24607654 1.23520238
 1.03014381 1.10913158 1.23816852 1.42194626]",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],"[0.48769964 0.60018834 0.46828598 0.65843158 0.75221912 0.71593481
 0.57844459 0.64635265 0.64888385 0.83820786]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.15000000000000002,[0.797 0.635 0.635 0.738 0.658 0.693 0.673 0.77  0.861 0.792],[2.97 2.65 2.52 2.97 2.79 2.89 2.83 2.86 3.11 2.97],[2.  1.5 1.  2.  1.  1.  2.  1.  2.  1.5],"[1.48078807 1.17838254 1.13168991 1.39934642 1.30015274 1.37293797
 1.20426414 1.39695432 1.60511321 1.45088844]",[1.  0.5 0.  1.  0.  0.  0.  1.  1.  1. ],"[0.69472117 0.52646848 0.50359604 0.66012279 0.61387101 0.68323826
 0.53786826 0.63364744 0.77258147 0.70419166]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.2,[0.726 0.956 0.758 0.918 0.997 0.653 0.783 0.962 0.851 0.9  ],[2.16 2.66 2.45 2.67 3.13 2.37 2.86 2.92 2.54 2.67],[1. 1. 1. 1. 2. 1. 2. 2. 2. 1.],"[1.03995702 1.4232076  1.26964307 1.46558584 1.6972233  1.13234589
 1.41682613 1.62909177 1.33894278 1.41229837]",[1. 1. 1. 1. 1. 1. 0. 1. 1. 1.],"[0.32952001 0.53023641 0.48838941 0.55391104 0.70515421 0.43721405
 0.61655513 0.64437498 0.46635488 0.52564798]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.25,[1.156 1.079 0.931 0.917 1.004 1.024 1.005 0.957 1.114 1.172],[2.9  2.9  2.45 2.53 2.72 2.67 2.7  2.66 2.71 3.02],[2.  1.  1.  1.  1.  1.  1.5 1.  1.5 1. ],"[1.80303776 1.67367066 1.44561643 1.35016595 1.61231963 1.57715936
 1.54449653 1.53748237 1.62667591 1.82462971]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.62616276 0.64988953 0.51078732 0.46481683 0.57476103 0.57890008
 0.51515082 0.52854438 0.52491566 0.68783466]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.3,[1.324 0.922 1.281 1.033 1.373 1.45  0.98  1.253 1.169 1.238],[3.12 2.32 3.02 2.47 2.97 3.38 2.49 3.07 2.87 2.97],[2. 1. 2. 1. 2. 2. 1. 1. 2. 2.],"[2.00881523 1.2486734  1.86167797 1.46959029 1.97138563 2.22417439
 1.45072916 1.9411148  1.72941132 1.86009908]",[1.   1.   1.   1.   1.   1.25 1.   1.   1.   1.  ],"[0.65753837 0.36025299 0.56780835 0.42194381 0.63444472 0.78030842
 0.43180582 0.66745696 0.57078583 0.60265035]",[0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.  ]
1.6,0.35000000000000003,[1.432 1.37  1.225 1.595 1.23  1.271 1.416 1.342 1.148 1.302],[3.18 2.84 2.5  3.45 2.69 2.83 2.89 2.84 2.42 3.01],[1. 1. 2. 1. 2. 1. 2. 1. 1. 2.],"[2.14846867 1.89096025 1.61176719 2.35996413 1.66887778 1.8556286
 1.87466455 1.89754056 1.54038262 1.9250942 ]",[1.    1.    1.25  1.    1.    1.    1.    1.    1.    1.125],"[0.68140019 0.57038041 0.41437706 0.79292861 0.44519126 0.54892938
 0.5479336  0.55239468 0.39150628 0.5907607 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.4,[1.225 1.268 1.409 1.444 1.431 1.113 1.461 1.491 1.363 1.318],[2.58 2.68 2.85 2.94 3.   2.29 3.01 3.27 2.86 2.78],[2.  1.  1.5 1.5 1.  1.  2.  2.  1.  2. ],"[1.6029383  1.74733762 1.94308982 1.96986568 2.02998198 1.42054405
 2.03628218 2.19480922 1.9112563  1.88700921]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.39221687 0.46359617 0.50654686 0.55478267 0.58311674 0.33363975
 0.58889692 0.69134547 0.53868794 0.51188225]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.45,[1.27  1.323 1.346 1.344 1.287 1.2   1.695 1.268 1.579 1.351],[2.6  2.77 2.96 2.59 2.49 2.36 3.38 2.66 3.   2.94],[1. 2. 1. 1. 2. 1. 2. 1. 2. 1.],"[1.69379195 1.80499272 2.00361184 1.6938183  1.65820109 1.54622911
 2.32646833 1.78641272 2.05963884 1.89234614]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.41658797 0.46253178 0.56541848 0.40539545 0.40667765 0.37608507
 0.68633772 0.46434485 0.55405535 0.53974116]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.05,[0.378 0.253 0.193 0.238 0.163 0.266 0.315 0.267 0.23  0.246],[3.25 2.38 2.25 2.89 2.32 2.6  2.9  2.73 2.46 2.56],[2. 2. 1. 2. 1. 1. 1. 1. 1. 2.],"[1.14230671 0.53252996 0.5437239  0.85992148 0.55494968 0.7936822
 0.94008766 0.79405065 0.63035803 0.65445216]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.78905354 0.2832575  0.35176345 0.60995932 0.37659092 0.54302302
 0.64733985 0.53772741 0.39854529 0.42563746]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.512 0.524 0.418 0.471 0.536 0.71  0.455 0.559 0.391 0.534],[2.43 2.3  2.31 2.25 2.27 3.5  2.46 2.52 2.   3.04],[1. 1. 1. 1. 1. 2. 1. 1. 1. 2.],"[1.00071475 0.91093619 0.80565174 0.84200942 0.83958211 1.7409113
 0.8987097  1.10627696 0.63268263 1.32270832]",[0.  0.  0.  0.  0.  0.5 0.  0.  0.  0. ],"[0.4867206  0.39483267 0.41285388 0.38433364 0.32403523 1.04716069
 0.45677611 0.55173716 0.23259474 0.74905537]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.727 0.675 0.736 0.571 0.652 0.65  0.581 0.828 0.634 0.828],[3.1  2.6  2.8  2.15 2.54 2.54 2.55 3.23 2.61 2.86],[1. 1. 1. 1. 1. 1. 1. 2. 1. 1.],"[1.54766489 1.19125505 1.37308532 0.90225759 1.19924152 1.19721303
 1.1049549  1.72554703 1.18097013 1.47216471]",[0. 0. 0. 0. 0. 0. 0. 1. 0. 1.],"[0.80813303 0.54335222 0.65719786 0.37014516 0.53286456 0.53947683
 0.53179572 0.88156265 0.53003324 0.71375834]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.882 1.152 0.766 0.803 0.791 0.757 0.748 0.842 0.76  0.882],[2.79 3.33 2.62 2.55 2.8  2.3  2.22 2.43 2.62 2.51],[2. 2. 2. 1. 2. 1. 1. 1. 2. 1.],"[1.50185559 1.928265   1.25592728 1.3004304  1.39400875 1.13140789
 1.13935966 1.26457291 1.28910795 1.40028157]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.59901379 0.82780174 0.48930618 0.5232429  0.57585445 0.35893596
 0.36015434 0.43480241 0.50481108 0.48244465]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[1.046 1.209 0.957 0.953 1.029 1.025 1.05  1.158 0.918 1.071],[2.83 3.21 2.54 2.7  2.74 2.63 2.63 2.95 2.27 2.72],[1.  2.  1.  1.5 1.  1.  1.  1.5 1.  1. ],"[1.60089341 1.87016172 1.48282799 1.51800406 1.67147484 1.50345989
 1.54643555 1.8178769  1.27373074 1.62556967]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.58771226 0.68026914 0.47572838 0.53461112 0.61075707 0.49133769
 0.50301514 0.6525998  0.37268826 0.55329672]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.  ]
1.7000000000000002,0.3,[1.27  1.043 1.226 1.112 1.208 1.007 0.974 1.134 0.866 1.399],[2.83 2.48 2.98 2.5  3.1  2.5  2.26 2.93 2.28 3.26],[1. 1. 2. 1. 1. 1. 1. 2. 1. 1.],"[1.82159796 1.47445353 1.81748495 1.57036429 1.91935159 1.51651877
 1.32075509 1.7439516  1.26778861 2.11059999]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.58190314 0.44333841 0.57369589 0.43920706 0.67716897 0.45890769
 0.34317941 0.59156208 0.35622245 0.73460023]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.135 1.489 1.155 1.216 1.607 1.126 1.232 1.186 1.03  1.156],[2.42 3.22 2.59 2.68 3.31 2.27 2.52 2.64 2.33 2.56],[1. 2. 1. 1. 2. 1. 1. 1. 1. 1.],"[1.47797698 2.19025879 1.55174945 1.66522616 2.25167192 1.43992229
 1.62033112 1.74372241 1.38345216 1.60425348]",[1.   1.   1.   1.   1.25 1.   1.   1.   1.   1.  ],"[0.38891082 0.68670715 0.42560688 0.47396639 0.68696856 0.35062846
 0.43607087 0.48789478 0.37071778 0.45328363]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.132 1.347 1.161 1.124 1.344 1.195 1.4   1.207 1.098 1.309],[2.26 2.72 2.46 2.39 2.86 2.62 2.72 2.6  2.31 2.53],[1. 1. 1. 1. 1. 2. 1. 1. 1. 1.],"[1.45828491 1.80512443 1.55752097 1.49277342 1.88956497 1.6394113
 1.82938929 1.64554933 1.46454313 1.64846218]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.34677612 0.49086234 0.38503317 0.37315428 0.53627639 0.42538848
 0.48447718 0.44300295 0.35081022 0.40331997]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.149 1.137 1.195 1.112 1.449 1.172 1.326 1.508 1.389 1.305],[2.54 2.36 2.33 2.37 2.88 2.34 2.75 2.75 2.79 2.7 ],[1. 1. 1. 1. 1. 1. 1. 1. 2. 1.],"[1.62622008 1.52090022 1.50245803 1.51168085 1.97654802 1.49541846
 1.86919629 1.97479819 1.88315118 1.76753167]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.41650938 0.33539241 0.31695998 0.36710321 0.52508073 0.32252783
 0.50163526 0.4934249  0.46992853 0.49431817]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.242 0.198 0.233 0.279 0.264 0.216 0.285 0.242 0.192 0.282],[2.35 2.41 1.94 2.61 2.75 2.21 2.63 2.15 2.25 2.61],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.5605905  0.72563075 0.3896907  0.8935031  0.96718694 0.59920107
 0.80835293 0.54726255 0.54061882 0.83340063]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.33610808 0.49250148 0.1743782  0.61128081 0.70354131 0.37662783
 0.5288998  0.33036801 0.344757   0.56566077]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.517 0.363 0.363 0.425 0.444 0.427 0.414 0.506 0.37  0.351],[2.8  2.22 2.21 1.93 2.44 2.05 2.55 2.79 2.34 2.03],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.21059352 0.69922538 0.66503296 0.67485777 0.9305137  0.76133239
 0.95390501 1.18167165 0.79977151 0.64826423]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.65913112 0.34076347 0.30840942 0.26852965 0.49771706 0.3350238
 0.50663755 0.67901356 0.43671487 0.2855268 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.557 0.617 0.644 0.663 0.625 0.486 0.711 0.643 0.707 0.499],[2.53 2.4  2.14 2.47 2.33 2.13 2.42 2.33 2.76 2.4 ],[1.  1.5 1.  1.  1.  1.  1.  1.  1.  1. ],"[1.15700275 1.06505714 0.96964429 1.20189151 1.03673405 0.81833781
 1.22323036 1.06216285 1.28071455 0.94610593]",[0.  0.  0.  0.  0.  0.  1.  0.  0.5 0. ],"[0.56711994 0.44719337 0.34369702 0.53743289 0.45054265 0.35603556
 0.52376015 0.45013893 0.59206221 0.43773923]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.775 0.896 0.757 0.861 1.073 0.89  0.863 0.753 0.859 0.703],[2.42 2.76 2.63 2.61 3.12 2.66 2.45 2.37 2.39 2.24],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.23526637 1.54512456 1.3303856  1.47780314 1.82247844 1.39725733
 1.32410909 1.21371801 1.24191792 1.0597541 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.46955348 0.63942265 0.54165025 0.59765422 0.78386088 0.55482508
 0.51307454 0.44696997 0.45607075 0.35012337]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.974 1.026 0.931 0.918 1.015 0.835 0.847 0.702 0.981 0.986],[2.39 2.6  2.45 2.51 2.66 2.29 2.25 2.   2.43 2.77],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.358876   1.51536624 1.38917691 1.43175411 1.49796471 1.23048724
 1.24790576 0.99705422 1.43230076 1.62564324]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.4492062  0.51560977 0.45203824 0.49931759 0.50905724 0.36969622
 0.37967334 0.28514748 0.47579319 0.57351677]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[1.044 0.699 0.964 1.106 1.073 0.994 0.924 0.965 1.011 0.881],[2.39 1.79 2.34 2.33 2.54 2.19 2.07 2.26 2.47 2.27],[1. 1. 1. 1. 2. 1. 1. 1. 1. 1.],"[1.42016897 0.91003844 1.33116936 1.48823301 1.49157454 1.30287111
 1.20848074 1.28438779 1.49732234 1.21833482]",[1. 0. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.42230215 0.22414001 0.37004876 0.35611143 0.3994847  0.35081057
 0.28547293 0.36072385 0.46532222 0.32869615]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[1.071 1.211 0.965 1.286 1.196 1.226 1.317 1.077 0.987 1.191],[2.48 2.81 2.09 2.66 2.63 2.59 2.85 2.57 2.23 2.42],[1.  1.  1.  1.5 1.  1.  1.  1.  1.  1.5],"[1.50661736 1.74079494 1.19733247 1.70457781 1.70743994 1.65813418
 1.88126433 1.56945317 1.36025005 1.54407821]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.40840447 0.54821682 0.26264497 0.45475359 0.4995249  0.47283389
 0.56061187 0.47297002 0.33410748 0.3825914 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.175 1.024 1.06  1.039 0.997 1.133 1.15  1.181 1.253 1.228],[2.39 2.19 2.2  2.17 2.05 2.4  2.35 2.18 2.82 2.52],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.56154105 1.34905325 1.43923387 1.31835019 1.31637229 1.5523492
 1.5217851  1.43260277 1.79570576 1.67696847]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.37121329 0.28025442 0.34596238 0.27738462 0.2828176  0.39983455
 0.35938031 0.29441491 0.52012226 0.41951974]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.079 1.278 1.233 1.205 1.349 1.173 1.243 1.076 1.415 1.027],[2.23 2.47 2.53 2.49 2.47 2.4  2.55 2.3  2.74 2.1 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.38326286 1.67761754 1.62691955 1.72559634 1.69606419 1.58767642
 1.63519549 1.45709833 1.85621516 1.28906843]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.29584587 0.40358189 0.4084967  0.42798831 0.40036655 0.38242434
 0.41166522 0.34521357 0.47608821 0.2786485 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.299 0.186 0.215 0.218 0.17  0.172 0.228 0.231 0.258 0.256],[2.1  2.05 2.63 2.18 2.26 1.97 2.34 2.49 2.25 2.46],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.56630571 0.45029077 0.64068648 0.49566759 0.50492188 0.39972341
 0.71032099 0.72261731 0.61594229 0.72295452]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.29686235 0.26186303 0.4118846  0.28001573 0.33661134 0.22174489
 0.48508844 0.48387585 0.35586661 0.49377972]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.318 0.343 0.453 0.425 0.324 0.454 0.339 0.424 0.308 0.451],[2.13 1.83 2.69 2.29 2.04 2.68 2.13 2.13 2.03 2.53],[1.  1.  1.5 1.  1.  1.  1.  1.  1.  1. ],"[0.67425181 0.5264938  1.00306965 0.84907334 0.65660616 1.02660128
 0.73072509 0.74988318 0.58484204 1.01628603]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.3652357  0.20681607 0.55013019 0.42908067 0.34289522 0.58219699
 0.38125488 0.35839941 0.2639729  0.5431177 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.61  0.551 0.493 0.457 0.4   0.409 0.59  0.534 0.417 0.659],[2.45 2.25 1.92 1.96 1.82 1.96 2.17 1.86 1.91 2.47],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.15158442 0.95255308 0.75620963 0.75197755 0.61641443 0.7308608
 0.94325235 0.79191591 0.6623348  1.15021976]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.55472468 0.40308775 0.26458853 0.26406739 0.2169613  0.30518697
 0.3752836  0.25597353 0.25363363 0.50188724]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.821 0.652 0.683 0.778 0.822 0.586 0.782 0.685 0.732 0.596],[2.49 2.27 2.22 2.49 2.51 1.84 2.16 2.11 2.46 2.15],[1. 1. 1. 1. 2. 1. 1. 1. 1. 1.],"[1.26404924 1.02980284 1.10012466 1.35990054 1.30404376 0.77500506
 1.1507597  0.9714861  1.20386287 0.97864796]",[1. 0. 0. 1. 1. 0. 1. 0. 1. 0.],"[0.48212358 0.37083983 0.40203933 0.52754947 0.46194903 0.20172381
 0.39249615 0.33504079 0.45044124 0.35572315]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.916 0.779 0.846 0.914 0.671 0.786 0.842 0.817 0.81  0.726],[2.72 2.33 2.1  2.43 2.12 2.02 2.32 2.16 2.09 2.04],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.5515176  1.22077847 1.18751981 1.33855332 1.0182087  1.0861247
 1.33699545 1.20022121 1.14493421 0.98534239]",[1.  1.  1.  1.  1.  1.  1.  1.  1.  0.5],"[0.61024379 0.37805386 0.34188992 0.43560716 0.30531807 0.32099347
 0.44325277 0.33460232 0.3296681  0.27674864]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[0.813 1.131 1.085 1.064 1.035 0.947 0.802 1.026 0.932 0.85 ],[1.97 2.49 2.51 2.66 2.33 2.2  2.05 2.43 2.2  2.12],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.07511812 1.56199577 1.57792486 1.5790899  1.40882852 1.29737485
 1.14322642 1.40050387 1.29759909 1.17049695]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.26321383 0.47214897 0.46843023 0.52097711 0.37643594 0.3365289
 0.3090388  0.43127048 0.35875266 0.32060437]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[1.002 1.12  1.01  1.039 0.976 1.078 1.024 0.927 0.995 0.895],[1.94 2.35 2.22 2.29 2.07 2.42 2.33 2.05 2.06 2.14],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.19470246 1.44909572 1.3690826  1.34340475 1.26689688 1.46537707
 1.42666001 1.18622827 1.2674038  1.25328197]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.23881135 0.35429348 0.3357037  0.35333639 0.32025016 0.38285998
 0.3721898  0.26856225 0.30690331 0.30826976]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
