gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.222 0.289 0.246 0.414 0.356 0.419 0.232 0.234 0.299 0.314],[2.99 2.58 2.98 4.05 3.15 3.94 2.74 2.73 2.97 2.73],[2.  1.  1.5 2.  2.  2.  1.  2.  2.  2. ],"[0.85639158 0.73283087 0.86524311 1.70189985 1.04555647 1.53093135
 0.79041046 0.67402548 0.93525621 0.86528918]",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[0.60923582 0.46316046 0.60830952 1.29691938 0.70258772 1.09006099
 0.56314972 0.45944296 0.62981188 0.5688512 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04778025 0.04962757 0.05103946 0.04929868 0.05201877 0.05053604
 0.04946868 0.0486159  0.04913673 0.05073914]"
1.5,0.1,[0.543 0.548 0.618 0.578 0.38  0.655 0.608 0.614 0.546 0.483],[3.09 3.22 2.94 3.14 2.35 3.7  3.52 3.46 2.78 2.74],[2.  2.  2.  2.  2.  1.5 2.  2.  1.  1. ],"[1.3600906  1.42174724 1.26815145 1.26546847 0.69300629 1.78757459
 1.60109285 1.52333484 1.16866953 1.02767087]",[0.  0.  0.  0.  0.  0.5 0.  0.  0.  0. ],"[0.78218838 0.86243632 0.68288534 0.70033358 0.32742036 1.12521008
 1.00798738 0.91729663 0.62135751 0.57236813]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10004719 0.09964763 0.09977748 0.10061834 0.09312697 0.09956787
 0.09831359 0.10017894 0.10184611 0.09803674]"
1.5,0.15000000000000002,[0.93  1.03  0.745 0.779 0.829 0.845 0.582 0.763 0.775 0.885],[3.49 3.76 2.96 3.07 3.34 3.52 2.6  3.34 2.85 3.35],[2.  2.  1.5 1.  1.  1.  1.  2.  1.  2. ],"[1.89778652 2.06742812 1.45896497 1.55353358 1.77555032 1.86771087
 1.12406013 1.66794163 1.43512657 1.75376792]",[1.  1.  1.  1.  1.  1.  0.  0.5 1.  1. ],"[0.99469936 1.08403884 0.71271924 0.77770777 0.95238504 0.98722198
 0.52373542 0.87171971 0.66247276 0.89711082]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.149651   0.15011362 0.150124   0.14960209 0.14948616 0.15037683
 0.14714318 0.15038097 0.15169806 0.14891849]"
1.5,0.2,[0.99  1.202 0.762 0.956 1.01  0.916 1.025 0.884 1.029 0.938],[2.92 3.64 2.65 2.99 3.07 2.85 2.88 2.67 3.25 2.97],[2. 2. 2. 2. 1. 1. 2. 2. 2. 2.],"[1.62049426 2.14515974 1.25783913 1.60919941 1.69832266 1.5572703
 1.61054732 1.32625134 1.82485554 1.6088315 ]",[1.    1.125 1.    1.    1.    1.    1.    1.    1.    1.   ],"[0.64155871 0.97874189 0.47054909 0.66064473 0.75901724 0.6450889
 0.61100142 0.51183789 0.82659138 0.646915  ]",[0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.20284231 0.20034563 0.19616155 0.199585   0.20147943 0.2000855
 0.20130733 0.19697563 0.19757712 0.19930965]"
1.5,0.25,[1.163 1.246 0.823 1.155 1.167 1.15  1.28  1.19  0.966 0.969],[2.75 3.17 2.51 3.15 2.95 3.05 3.4  3.17 2.76 2.81],[1.  2.  1.5 2.  2.  1.  2.  2.  2.  1. ],"[1.70417298 1.88345244 1.32772995 1.88295382 1.74070516 1.83386534
 2.09627242 1.92068884 1.52715663 1.5746009 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],"[0.59585511 0.66117705 0.43876022 0.71246309 0.61011922 0.71562193
 0.8151567  0.73195104 0.54857081 0.62621345]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.24953722 0.25306582 0.24953901 0.24927712 0.24954109 0.25110804
 0.25177464 0.24899211 0.24803761 0.25035643]"
1.5,0.3,[1.294 1.119 1.015 1.483 1.023 1.396 1.38  1.169 1.142 1.189],[3.25 2.48 2.7  3.3  2.49 3.28 3.33 2.72 2.59 2.99],[2. 1. 2. 2. 1. 2. 2. 2. 1. 2.],"[2.05297446 1.53256691 1.53842122 2.14816822 1.50705799 2.18129674
 2.10919614 1.67812758 1.60526446 1.83511375]",[1.    1.    1.    1.125 1.    1.125 1.    1.    1.    1.   ],"[0.72217734 0.44098976 0.50797688 0.74430347 0.44042713 0.7318723
 0.7535394  0.49633071 0.47317157 0.60907127]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.29802387 0.30056589 0.29400139 0.29796387 0.3015873  0.30160189
 0.30364522 0.2991087  0.30118221 0.29963315]"
1.5,0.35000000000000003,[1.396 1.452 1.26  1.435 1.156 1.634 1.534 1.35  1.38  1.535],[3.06 3.35 2.71 3.16 2.58 3.28 3.4  3.07 3.01 3.31],[2. 2. 1. 2. 1. 2. 2. 2. 2. 2.],"[1.92449539 2.2276719  1.75792635 2.05188471 1.58523405 2.25194394
 2.2655925  1.95366424 1.95784313 2.16911868]",[1.25  1.25  1.    1.    1.    1.125 1.125 1.    1.125 1.   ],"[0.57629227 0.72749978 0.48209505 0.61168696 0.43117399 0.66982236
 0.73695786 0.60873748 0.59789196 0.68201419]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.34742661 0.35075803 0.3475913  0.35675956 0.34932983 0.35110651
 0.35285677 0.35240172 0.34546859 0.3500917 ]"
1.5,0.4,[1.667 1.295 1.173 1.426 1.481 1.44  1.26  1.555 1.215 1.282],[3.28 2.96 2.48 3.02 2.97 3.24 2.67 3.21 2.6  2.64],[1.5 2.  1.  2.  2.  2.  1.  2.  1.  2. ],"[2.24956056 1.92371076 1.62474266 1.99312627 2.01806793 2.08686117
 1.74220729 2.1704825  1.63756727 1.75092784]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.67570558 0.54601056 0.41188866 0.58610296 0.54210845 0.63438071
 0.47081385 0.65134859 0.44081434 0.43547618]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.39964314 0.39559121 0.39962071 0.40226641 0.40224359 0.40286044
 0.40028119 0.40078634 0.40128453 0.40520999]"
1.5,0.45,[1.588 1.557 1.607 1.774 1.904 1.604 1.241 1.585 1.357 1.227],[3.16 3.07 2.93 3.74 3.88 3.21 2.57 3.43 2.72 2.78],[2. 2. 2. 2. 3. 2. 1. 2. 1. 1.],"[2.19141371 2.15268996 2.01683025 2.56530217 2.70126353 2.24996615
 1.68269708 2.32159517 1.84445076 1.75097631]",[1.125  1.     1.     1.25   1.5625 1.     1.     1.25   1.     1.    ],"[0.62045546 0.6060945  0.49484783 0.78966679 0.81495432 0.62158481
 0.42498102 0.694144   0.47545845 0.49198888]",[0.    0.    0.    0.125 0.25  0.    0.    0.25  0.    0.   ],"[0.44916554 0.45205041 0.45193227 0.45183209 0.4469168  0.44648986
 0.45258935 0.4509666  0.45090148 0.44918439]"
1.6,0.05,[0.168 0.231 0.26  0.261 0.236 0.339 0.294 0.221 0.242 0.355],[2.35 2.77 2.45 3.11 2.4  3.22 3.02 2.64 3.11 3.08],[1. 1. 1. 1. 1. 2. 2. 1. 2. 2.],"[0.51907821 0.80446262 0.59203038 1.02925361 0.66561873 1.07307195
 0.96846322 0.76221081 0.94491728 1.0313968 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.33886581 0.56070895 0.35016514 0.7704084  0.42878523 0.74632756
 0.66697945 0.5466737  0.69605986 0.70850129]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05085091 0.04884123 0.05052196 0.04931541 0.05128395 0.04942529
 0.04890249 0.05114956 0.0494866  0.04955223]"
